# mzprime m4 sum_w_post_smearing v_mu4 v_4i epsilon u_mu4 chi2 decay_length MB_N_events eff_geom eff_selection eff_total
7.776000e-01 2.285000e-02 2.862672e-13 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.180203e+01 4.557563e+09 2.862958e-05 3.825621e-02 4.281344e-02 4.680649e-12
1.323000e-01 2.154000e-01 4.813068e-04 9.160189e-04 1.295446e-03 8.000000e-04 9.160185e-04 1.269591e+01 6.083707e-06 4.038600e+02 7.154899e-02 1.754229e-02 2.902036e-05
3.024000e-01 7.897000e-01 6.682485e-07 1.000000e-08 1.414214e-08 8.000000e-04 1.000000e-08 3.180203e+01 3.912596e+03 6.682485e-11 7.093158e-02 1.137977e-02 2.027277e-05
3.207000e-02 5.223000e-02 5.794348e-02 9.358151e-05 1.323442e-04 8.000000e-04 9.358151e-05 8.910277e+00 2.401389e-03 5.074400e+02 1.260948e-01 3.918996e-02 7.393084e-05
1.579000e+00 7.444000e-02 5.518443e-06 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.180202e+01 2.112123e+08 5.518995e+02 7.794763e-09 3.638676e-02 1.296797e-03
1.045000e-01 4.125000e-02 1.419017e-05 4.885857e-03 6.909563e-03 8.000000e-04 4.885799e-03 1.198781e+01 2.937533e+05 3.387422e+02 6.875591e-02 3.817217e-02 3.168123e-07
1.045000e-01 1.000000e-02 1.343565e-08 9.999167e-03 1.414025e-02 8.000000e-04 9.998668e-03 3.172164e+01 9.476640e+07 1.343342e+00 6.460521e-02 4.219882e-02 2.990075e-10
5.457000e-01 1.805000e-02 1.573130e-12 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.180201e+01 3.588541e+09 1.573288e-04 3.995358e-02 4.190712e-02 7.252215e-12
4.309000e-01 7.444000e-02 4.014529e-08 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.149682e+01 1.150085e+06 4.014931e+00 3.993312e-02 3.881305e-02 7.696963e-08
2.687000e-01 1.604000e-02 1.472492e-10 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.180050e+01 3.821709e+08 1.472639e-02 4.524755e-02 3.987189e-02 6.146076e-11
1.045000e-01 1.125000e-02 2.431123e-08 9.999167e-03 1.414025e-02 8.000000e-04 9.998668e-03 3.159455e+01 5.211114e+07 2.430718e+00 7.758654e-02 3.845593e-02 5.837591e-10
1.885000e-01 2.728000e-01 8.947263e-05 1.715614e-03 2.426240e-03 8.000000e-04 1.715611e-03 2.050314e+01 2.210209e-06 2.633475e+02 6.380337e-02 6.809577e-03 1.830409e-05
1.777000e+00 5.223000e-02 2.404155e-06 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.180203e+01 1.989794e+09 2.404396e+02 6.240417e-10 4.179768e-02 8.874162e-04
2.388000e-01 7.444000e-02 4.092701e-06 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 1.375806e+01 1.034118e+05 4.093111e+02 5.710646e-02 3.804170e-02 1.161816e-06
1.489000e-01 6.236000e-01 3.365346e-05 2.702100e-03 3.821332e-03 8.000000e-04 2.702090e-03 2.165194e+01 2.508294e-08 2.457155e+02 9.460820e-02 1.784110e-02 5.802654e-05
6.514000e-02 1.266000e-02 1.335995e-06 9.999167e-03 1.414025e-02 8.000000e-04 9.998668e-03 2.144399e+01 4.253989e+06 1.335773e+02 9.203537e-02 3.751004e-02 8.846350e-09
1.489000e-01 2.154000e-01 2.818112e-04 9.462713e-04 1.338229e-03 8.000000e-04 9.462709e-04 1.770920e+01 9.222233e-06 2.523421e+02 6.912391e-02 1.229826e-02 2.397562e-05
2.388000e-01 3.665000e-02 4.157866e-08 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.141524e+01 3.751552e+06 4.158282e+00 4.625385e-02 3.964822e-02 1.136644e-08
9.848000e-01 6.236000e-01 5.073513e-08 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.176544e+01 5.808740e+02 5.074021e+00 3.568383e-02 5.103177e-03 1.199091e-05
6.514000e-02 2.285000e-02 1.225811e-05 5.168245e-03 7.308905e-03 8.000000e-04 5.168176e-03 1.745904e+01 7.779541e+05 3.274235e+02 7.898482e-02 3.751976e-02 7.120797e-08
5.457000e-01 3.257000e-02 3.887905e-11 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.180173e+01 1.858227e+08 3.888294e-03 3.451808e-02 4.026918e-02 1.805279e-10
1.403000e+00 8.377000e-02 7.304462e-12 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.180197e+01 7.321852e+07 7.305192e-04 3.095510e-02 3.889575e-02 1.121868e-09
3.024000e-01 2.424000e-01 2.439094e-05 3.377659e-03 4.776703e-03 8.000000e-04 3.377639e-03 1.633202e+01 3.945889e+03 2.782659e+02 5.628631e-02 1.804816e-02 1.991484e-05
9.848000e-01 9.427000e-02 1.851923e-10 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.180027e+01 9.688421e+06 1.852108e-02 3.581543e-02 3.945909e-02 7.344119e-09
1.489000e-01 1.914000e-01 4.078999e-04 8.400947e-04 1.188073e-03 8.000000e-04 8.400945e-04 1.654069e+01 2.580608e-05 2.878791e+02 7.167756e-02 1.310765e-02 3.093952e-05
1.579000e+00 1.425000e-02 1.035095e-05 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.180203e+01 8.405684e+11 1.035199e+03 4.005598e-13 4.055231e-02 2.377325e-03
7.330000e-02 2.285000e-02 9.973680e-06 6.717096e-03 9.499194e-03 8.000000e-04 6.716945e-03 1.468254e+01 7.473195e+05 4.500063e+02 8.828518e-02 4.234094e-02 8.865178e-08
2.533000e-02 1.512000e-01 6.694495e-02 7.637103e-05 1.080049e-04 8.000000e-04 7.637103e-05 1.349520e+01 6.329578e-05 3.904587e+02 1.667025e-01 3.612408e-02 7.902024e-05
5.144000e-02 1.914000e-01 1.124337e-02 3.162293e-03 4.472136e-03 8.000000e-04 3.162278e-03 3.028467e+02 7.597761e-08 1.124348e+05 1.102939e-01 3.400048e-02 6.391248e-05
8.751000e-01 7.897000e-01 2.458806e-08 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.175621e+01 6.763372e+01 2.459052e+00 4.006135e-02 4.418905e-03 1.086707e-05
6.514000e-02 7.897000e-01 2.043529e-05 2.565250e-03 3.627799e-03 8.000000e-04 2.565241e-03 2.885258e+01 2.599622e-09 1.344745e+02 1.466202e-01 1.856742e-02 5.810399e-05
2.000000e+00 1.425000e-02 1.647323e-06 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.180203e+01 2.153335e+12 1.647488e+02 1.135426e-13 3.744452e-02 9.249323e-04
1.489000e-01 3.455000e-01 1.943594e-04 1.265262e-03 1.789350e-03 8.000000e-04 1.265261e-03 1.903180e+01 7.324167e-07 3.111477e+02 7.651804e-02 1.068326e-02 3.001029e-05
1.579000e+00 3.070000e-01 1.304484e-06 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.177617e+01 1.724084e+05 1.304614e+02 3.601834e-05 1.136352e-02 4.531123e-04
1.108000e+00 7.444000e-02 1.992793e-11 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.180182e+01 5.147077e+07 1.992992e-03 3.024191e-02 3.906343e-02 1.104636e-09
2.122000e-01 3.888000e-01 3.484367e-05 2.098485e-03 2.967699e-03 8.000000e-04 2.098480e-03 2.370930e+01 4.386690e-07 1.534389e+02 7.060869e-02 5.850812e-03 2.013676e-05
2.000000e+00 1.266000e-02 1.880502e-06 9.996183e-03 1.413603e-02 8.000000e-04 9.995684e-03 3.180203e+01 3.930974e+12 1.879067e+02 6.190405e-14 4.012911e-02 1.097641e-03
2.687000e-01 1.000000e+00 3.099401e-07 1.000000e-08 1.414214e-08 8.000000e-04 1.000000e-08 3.180203e+01 1.453119e+03 3.099401e-11 1.264254e-01 1.237926e-02 3.353559e-05
4.309000e-01 3.257000e-02 3.761290e-10 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.179773e+01 7.242752e+07 3.761666e-02 4.979927e-02 4.191424e-02 7.541291e-10
8.249000e-02 1.805000e-02 2.712178e-06 9.999167e-03 1.414025e-02 8.000000e-04 9.998668e-03 1.770284e+01 1.826441e+06 2.711726e+02 8.708186e-02 4.355537e-02 3.211498e-08
2.388000e-01 5.878000e-02 8.407766e-07 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 2.295013e+01 3.466324e+05 8.408606e+01 4.770318e-02 3.865493e-02 2.252086e-07
1.489000e-01 1.425000e-02 6.552507e-09 9.999167e-03 1.414025e-02 8.000000e-04 9.998668e-03 3.172808e+01 6.474913e+07 6.551416e-01 5.733025e-02 3.891191e-02 3.900922e-10
7.776000e-01 4.924000e-01 2.600135e-07 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 2.849592e+01 7.295375e+02 2.600395e+01 4.501375e-02 5.961040e-03 1.353001e-05
1.885000e-01 1.425000e-02 8.843074e-10 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.179529e+01 1.690737e+08 8.843958e-02 5.038902e-02 4.210678e-02 1.101784e-10
3.403000e-01 3.455000e-01 1.224918e-05 2.219160e-03 3.138358e-03 8.000000e-04 2.219154e-03 3.071521e+01 4.314396e-04 6.032318e+01 5.802503e-02 8.455369e-03 2.268453e-05
2.122000e-01 7.444000e-02 4.961280e-06 7.749810e-03 1.095956e-02 8.000000e-04 7.749578e-03 2.060636e+01 1.047987e+05 2.979723e+02 5.769581e-02 3.721351e-02 9.918771e-07
4.571000e-02 2.572000e-02 5.496038e-05 1.693637e-03 2.395161e-03 8.000000e-04 1.693635e-03 2.790301e+01 8.482872e+05 1.576488e+02 1.766471e-01 3.913047e-02 1.340777e-07
6.141000e-01 5.878000e-02 6.763496e-10 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.179864e+01 1.558866e+07 6.764173e-02 3.881782e-02 3.810040e-02 4.860725e-09
2.388000e-01 3.070000e-01 3.599412e-05 1.927528e-03 2.725932e-03 8.000000e-04 1.927525e-03 2.377457e+01 3.053101e-06 1.337313e+02 6.064078e-02 5.819593e-03 1.893040e-05
1.108000e+00 2.285000e-02 2.085241e-14 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.180203e+01 1.873660e+10 2.085450e-06 3.827398e-02 4.465590e-02 1.240893e-12
1.247000e+00 6.615000e-02 4.065976e-12 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.180200e+01 1.485477e+08 4.066382e-04 3.291821e-02 3.921542e-02 3.657719e-10
5.789000e-02 4.375000e-01 1.050442e-03 6.692883e-04 9.465163e-04 8.000000e-04 6.692881e-04 1.553271e+01 1.773833e-07 4.705421e+02 1.121076e-01 2.787985e-02 6.697334e-05
1.777000e+00 2.728000e-01 1.083228e-06 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.180041e+01 5.096913e+05 1.083336e+02 1.180476e-05 1.305874e-02 5.292779e-04
3.403000e-01 3.888000e-01 7.165778e-06 3.281365e-03 4.640526e-03 8.000000e-04 3.281348e-03 2.956024e+01 2.618207e-06 7.715650e+01 6.383563e-02 5.641729e-03 1.542337e-05
2.850000e-02 7.444000e-02 8.255028e-02 8.556466e-05 1.210067e-04 8.000000e-04 8.556466e-05 6.219596e+00 5.660021e-04 6.043763e+02 1.447299e-01 3.920597e-02 8.393226e-05
1.108000e+00 3.257000e-02 1.541886e-13 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.180203e+01 3.180452e+09 1.542040e-05 2.564599e-02 4.057575e-02 8.873850e-12
8.249000e-02 4.924000e-01 4.154972e-04 1.014437e-03 1.434630e-03 8.000000e-04 1.014437e-03 1.468418e+01 1.101372e-07 4.275810e+02 1.164804e-01 2.930174e-02 7.363747e-05
1.885000e-01 1.000000e-02 1.213030e-10 9.999167e-03 1.414025e-02 8.000000e-04 9.998668e-03 3.180058e+01 1.001624e+09 1.212828e-02 5.067818e-02 3.688517e-02 1.580111e-11
8.249000e-02 1.914000e-01 3.811106e-03 3.697979e-04 5.229732e-04 8.000000e-04 3.697979e-04 1.149442e+01 1.547631e-05 5.211708e+02 9.414406e-02 2.892046e-02 6.415353e-05
3.403000e-01 1.000000e-02 2.817781e-12 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.180200e+01 1.069961e+10 2.818063e-04 5.593856e-02 4.385065e-02 2.526532e-12
2.251000e-02 1.805000e-02 3.408836e-04 1.120303e-03 1.584346e-03 8.000000e-04 1.120302e-03 1.099748e+01 4.862541e+05 4.278356e+02 1.318640e-01 4.219010e-02 1.916769e-07
1.885000e-01 1.914000e-01 1.892002e-04 9.970303e-04 1.410013e-03 8.000000e-04 9.970298e-04 2.242735e+01 3.804596e-03 1.880781e+02 6.672191e-02 1.294222e-02 3.091595e-05
6.910000e-01 1.194000e-01 1.955297e-08 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.160542e+01 7.155429e+05 1.955492e+00 3.377208e-02 3.183146e-02 1.961380e-07
2.533000e-02 2.031000e-02 2.836140e-04 9.395432e-04 1.328714e-03 8.000000e-04 9.395428e-04 2.165909e+01 6.099618e+05 2.503579e+02 1.431118e-01 4.135147e-02 1.925654e-07
2.850000e-02 9.427000e-02 6.815634e-02 8.679349e-05 1.227445e-04 8.000000e-04 8.679349e-05 8.835390e+00 2.614937e-04 5.134292e+02 1.182144e-01 3.714731e-02 7.209700e-05
2.000000e-02 1.000000e-02 6.592567e-05 2.307300e-03 3.263006e-03 8.000000e-04 2.307293e-03 1.997403e+01 2.013509e+06 3.509639e+02 1.614697e-01 4.340750e-02 2.956166e-08
2.850000e-02 1.000000e-02 2.607242e-05 4.538380e-03 6.418172e-03 8.000000e-04 4.538333e-03 1.570783e+01 2.352462e+06 5.370106e+02 1.304815e-01 3.920729e-02 2.144145e-08
1.323000e-01 5.541000e-01 8.579093e-05 2.057749e-03 2.910090e-03 8.000000e-04 2.057745e-03 1.945539e+01 4.866211e-08 3.632672e+02 1.220951e-01 2.352039e-02 5.995332e-05
2.000000e-02 1.000000e+00 3.394621e-06 1.070951e-08 1.514553e-08 8.000000e-04 1.070951e-08 3.180203e+01 6.923064e+00 3.893413e-10 2.020020e-01 1.573356e-02 4.263904e-05
1.579000e+00 8.886000e-01 3.271810e-08 3.162278e-06 4.472136e-06 8.000000e-04 3.162278e-06 3.180203e+01 7.080644e+09 3.271810e-07 2.095696e-09 3.203768e-03 1.991526e-04
5.457000e-01 4.375000e-01 1.122605e-06 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 2.643141e+01 2.517130e+02 1.122717e+02 4.146631e-02 5.852000e-03 1.373055e-05
1.885000e-01 1.512000e-01 7.916561e-05 2.143211e-03 3.030952e-03 8.000000e-04 2.143206e-03 1.881364e+01 1.589096e+04 3.636357e+02 6.496938e-02 3.065806e-02 1.198058e-05
1.247000e+00 2.031000e-02 3.529614e-15 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.180203e+01 5.494055e+10 3.529967e-07 2.711026e-02 3.632349e-02 3.267176e-13
1.579000e+00 1.194000e-01 3.633602e-06 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.180185e+01 1.983134e+07 3.633966e+02 1.108639e-07 3.400745e-02 8.691728e-04
4.849000e-01 1.061000e-01 1.403508e-07 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.019617e+01 3.074365e+05 1.403649e+01 4.392489e-02 3.535984e-02 4.426446e-07
2.000000e+00 2.031000e-02 1.570256e-06 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.180203e+01 3.624822e+11 1.570413e+02 8.367247e-13 4.596767e-02 9.286576e-04
1.675000e-01 6.236000e-01 2.231552e-05 3.200117e-03 4.525626e-03 8.000000e-04 3.200101e-03 2.426668e+01 2.273877e-08 2.285277e+02 9.859854e-02 1.783944e-02 5.066637e-05
4.571000e-02 5.223000e-02 2.475508e-02 1.277330e-04 1.806418e-04 8.000000e-04 1.277330e-04 1.109201e+01 1.285142e-02 4.038973e+02 9.810939e-02 3.942105e-02 6.259381e-05
5.457000e-01 4.642000e-02 3.459044e-10 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.179887e+01 3.175073e+07 3.459390e-02 4.210008e-02 4.025491e-02 1.579688e-09
1.247000e+00 8.886000e-01 9.152447e-18 1.000000e-07 1.414214e-07 8.000000e-04 1.000000e-07 3.180203e+01 2.294035e+12 9.152447e-20 4.328155e-02 2.975002e-03 2.417682e-14
1.675000e-01 1.805000e-02 1.044786e-08 9.999167e-03 1.414025e-02 8.000000e-04 9.998668e-03 3.170631e+01 3.177071e+07 1.044612e+00 4.474783e-02 3.448610e-02 8.318987e-10
5.457000e-01 4.125000e-02 1.651320e-10 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.180074e+01 5.678694e+07 1.651485e-02 4.103121e-02 4.256888e-02 7.437540e-10
2.251000e-02 1.061000e-01 1.070087e-01 6.732629e-05 9.521375e-05 8.000000e-04 6.732629e-05 1.232011e+01 1.867876e-04 4.850522e+02 1.676639e-01 3.846158e-02 7.395166e-05
2.388000e-01 9.427000e-02 1.046431e-05 7.951540e-03 1.124482e-02 8.000000e-04 7.951288e-03 6.909280e+00 4.809541e+04 6.616268e+02 4.937030e-02 3.683655e-02 2.934359e-06
2.533000e-02 2.728000e-01 1.679227e-02 1.784176e-04 2.523206e-04 8.000000e-04 1.784176e-04 9.991495e+00 1.969582e-06 5.345458e+02 1.560199e-01 3.645541e-02 7.186853e-05
4.849000e-01 7.897000e-01 4.022646e-08 1.000000e-08 1.414214e-08 8.000000e-04 1.000000e-08 3.180203e+01 1.391169e+04 4.022646e-12 5.648474e-02 4.182471e-03 3.449866e-06
1.323000e-01 7.897000e-01 9.423105e-06 4.030102e-03 5.699379e-03 8.000000e-04 4.030069e-03 2.855178e+01 4.352838e-09 1.530475e+02 1.206377e-01 1.905466e-02 5.596512e-05
1.403000e+00 3.455000e-01 3.770605e-09 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.176293e+01 5.889710e+04 3.770982e-01 3.131586e-02 1.218399e-02 8.833981e-07
5.457000e-01 2.285000e-02 3.296354e-12 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.180200e+01 1.111891e+09 3.296683e-04 3.390519e-02 3.978032e-02 1.433953e-11
6.910000e-01 8.886000e-01 9.290066e-10 1.000000e-08 1.414214e-08 8.000000e-04 1.000000e-08 3.180203e+01 3.909925e+04 9.290066e-14 4.348397e-02 2.158983e-03 4.079639e-07
5.457000e-01 5.541000e-01 2.480687e-10 1.539927e-08 2.177785e-08 8.000000e-04 1.539927e-08 3.180203e+01 5.503709e+06 5.882636e-14 3.869959e-02 2.542700e-03 5.155901e-09
3.024000e-01 8.377000e-02 1.389971e-06 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 2.042602e+01 1.491029e+05 1.390110e+02 4.774296e-02 3.447304e-02 8.298049e-07
3.829000e-01 3.665000e-02 1.813162e-09 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.178318e+01 2.487157e+07 1.813343e-01 5.439489e-02 3.931101e-02 2.417793e-09
4.062000e-02 8.886000e-01 9.251470e-06 7.963930e-04 1.126269e-03 8.000000e-04 7.963928e-04 3.179654e+01 7.356401e-09 5.867670e+00 1.774926e-01 1.748873e-02 4.883822e-05
1.247000e+00 1.266000e-02 1.985155e-16 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.180203e+01 5.856513e+11 1.985353e-08 3.138296e-02 3.784315e-02 1.902991e-14
7.776000e-01 1.000000e+00 2.512725e-10 1.000000e-08 1.414214e-08 8.000000e-04 1.000000e-08 3.180203e+01 3.472498e+04 2.512725e-14 4.598569e-02 1.145584e-03 3.263266e-07
7.776000e-01 4.375000e-01 2.659206e-07 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 2.977065e+01 1.427420e+03 2.659472e+01 4.074384e-02 8.017265e-03 1.086576e-05
3.403000e-01 1.914000e-01 1.363024e-05 5.795218e-03 8.195539e-03 8.000000e-04 5.795121e-03 1.163679e+01 9.573253e+03 4.577655e+02 4.857386e-02 2.122991e-02 1.389051e-05
2.533000e-02 1.425000e-02 1.161097e-04 2.089011e-03 2.954301e-03 8.000000e-04 2.089006e-03 1.251611e+01 1.010736e+06 5.066987e+02 1.388618e-01 4.126361e-02 7.852441e-08
1.108000e+00 8.886000e-01 3.071541e-09 2.346450e-03 3.318373e-03 8.000000e-04 2.346444e-03 3.180071e+01 2.256651e+03 1.691138e-02 3.139192e-02 5.041263e-03 5.298918e-06
1.176000e-01 1.000000e-02 5.897301e-09 9.999167e-03 1.414025e-02 8.000000e-04 9.998668e-03 3.175199e+01 1.521145e+08 5.896319e-01 6.957567e-02 4.230736e-02 1.835415e-10
4.571000e-02 4.125000e-02 3.645438e-04 8.535039e-04 1.207036e-03 8.000000e-04 8.535036e-04 2.002492e+01 1.766659e+05 2.655588e+02 1.064008e-01 3.806111e-02 9.786121e-07
8.751000e-01 2.728000e-01 1.128160e-07 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.038787e+01 2.830445e+04 1.128273e+01 3.650970e-02 1.446145e-02 3.783764e-06
2.251000e-02 6.236000e-01 2.043938e-04 1.282364e-03 1.813535e-03 8.000000e-04 1.282363e-03 1.964246e+01 2.521953e-09 3.361169e+02 1.438874e-01 2.628902e-02 5.668020e-05
9.283000e-02 1.701000e-01 2.638462e-03 4.248191e-04 6.007849e-04 8.000000e-04 4.248191e-04 1.059560e+01 2.447187e-05 4.761666e+02 8.401022e-02 2.622509e-02 5.478487e-05
8.249000e-02 1.604000e-02 1.122995e-06 9.999167e-03 1.414025e-02 8.000000e-04 9.998668e-03 2.118444e+01 3.337088e+06 1.122808e+02 8.296449e-02 3.902489e-02 1.331220e-08
4.571000e-02 4.924000e-01 7.884446e-04 7.747117e-04 1.095607e-03 8.000000e-04 7.747114e-04 1.417852e+01 5.790694e-08 4.732072e+02 1.388767e-01 2.958880e-02 7.336800e-05
6.514000e-02 1.061000e-01 9.675524e-03 2.086698e-04 2.951037e-04 8.000000e-04 2.086698e-04 1.493428e+01 2.377024e-04 4.213022e+02 8.968540e-02 3.264082e-02 6.607469e-05
8.751000e-01 2.154000e-01 3.227861e-08 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.146817e+01 9.401090e+04 3.228184e+00 3.468385e-02 2.134753e-02 9.390650e-07
2.687000e-01 2.285000e-02 1.130393e-09 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.179258e+01 6.448299e+07 1.130506e-01 4.438371e-02 4.398833e-02 4.815139e-10
3.207000e-02 5.541000e-01 4.021196e-04 1.023207e-03 1.447032e-03 8.000000e-04 1.023206e-03 1.946777e+01 1.145383e-08 4.210001e+02 1.762029e-01 2.959245e-02 6.308691e-05
2.850000e-02 3.070000e-01 9.833196e-03 2.014776e-04 2.849323e-04 8.000000e-04 2.014776e-04 1.304284e+01 1.372469e-06 3.991610e+02 1.363630e-01 3.759366e-02 6.952828e-05
8.751000e-01 4.125000e-02 4.686728e-12 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.180198e+01 3.799092e+08 4.687197e-04 3.034282e-02 3.862180e-02 1.140752e-10
2.687000e-01 1.061000e-01 6.284399e-06 7.714675e-03 1.090987e-02 8.000000e-04 7.714445e-03 1.620007e+01 4.528980e+04 3.740236e+02 4.660302e-02 3.803531e-02 2.557349e-06
2.388000e-01 1.000000e+00 3.862512e-07 1.000000e-08 1.414214e-08 8.000000e-04 1.000000e-08 3.180203e+01 1.141606e+03 3.862512e-11 1.044826e-01 1.306639e-02 3.239995e-05
1.176000e-01 1.914000e-01 1.097190e-03 5.982701e-04 8.460815e-04 8.000000e-04 5.982700e-04 1.401074e+01 1.607385e-05 3.927139e+02 7.899016e-02 1.930846e-02 4.362268e-05
6.514000e-02 1.343000e-01 9.259371e-03 2.520045e-04 3.563881e-04 8.000000e-04 2.520044e-04 1.060333e+01 6.363299e-05 5.880279e+02 7.795059e-02 3.178074e-02 6.590963e-05
3.403000e-01 1.194000e-01 3.258103e-06 8.621417e-03 1.219207e-02 8.000000e-04 8.621096e-03 1.555059e+01 5.337207e+04 2.421710e+02 4.527088e-02 3.378705e-02 3.030728e-06
1.176000e-01 3.070000e-01 7.442384e-04 6.648555e-04 9.402474e-04 8.000000e-04 6.648553e-04 1.475881e+01 2.278076e-06 3.289778e+02 8.416054e-02 1.830506e-02 5.415075e-05
2.000000e-02 4.642000e-02 1.644751e-01 5.434480e-05 7.685515e-05 8.000000e-04 5.434480e-05 1.114701e+01 2.955181e-03 4.857538e+02 1.695564e-01 4.342053e-02 7.549290e-05
1.675000e-01 5.541000e-01 3.362225e-05 2.429761e-03 3.436191e-03 8.000000e-04 2.429754e-03 2.385746e+01 5.674409e-08 1.984970e+02 8.864356e-02 1.444443e-02 3.935881e-05
9.283000e-02 1.343000e-01 3.170407e-03 3.337868e-04 4.720458e-04 8.000000e-04 3.337868e-04 1.558748e+01 1.187151e-04 3.532266e+02 9.381186e-02 2.759290e-02 6.246274e-05
4.571000e-02 4.375000e-01 1.574404e-03 5.191634e-04 7.342078e-04 8.000000e-04 5.191633e-04 1.444340e+01 1.837514e-07 4.243502e+02 1.214362e-01 3.073627e-02 7.587298e-05
1.108000e+00 4.924000e-01 4.411615e-08 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.144615e+01 3.561697e+03 4.412056e+00 3.988297e-02 5.307256e-03 8.501240e-06
2.687000e-01 9.427000e-02 4.257553e-06 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 1.053745e+01 5.007882e+04 4.257979e+02 4.542447e-02 4.118169e-02 1.672557e-06
6.910000e-01 5.878000e-02 2.652787e-10 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.179994e+01 2.515038e+07 2.653052e-02 3.745321e-02 4.027481e-02 2.859015e-09
9.848000e-01 5.223000e-02 1.072892e-11 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.180191e+01 1.868559e+08 1.072999e-03 3.327394e-02 4.344919e-02 4.338053e-10
6.514000e-02 6.236000e-01 1.281104e-04 1.793500e-03 2.536388e-03 8.000000e-04 1.793497e-03 2.122332e+01 1.079026e-08 4.120855e+02 1.370802e-01 2.361847e-02 6.583386e-05
5.457000e-01 6.236000e-01 5.677771e-09 1.000000e-08 1.414214e-08 8.000000e-04 1.000000e-08 3.180203e+01 1.753551e+05 5.677771e-13 5.024210e-02 2.495673e-03 2.139087e-07
9.848000e-01 1.343000e-01 1.185655e-09 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.178776e+01 1.655329e+06 1.185774e-01 2.691419e-02 3.095638e-02 4.797861e-08
5.144000e-02 7.017000e-01 6.243824e-05 3.162293e-03 4.472136e-03 8.000000e-04 3.162278e-03 2.837898e+01 1.522011e-09 6.243887e+02 1.274873e-01 2.322273e-02 5.997266e-05
2.687000e-01 3.665000e-02 2.729432e-08 1.000050e-02 1.414214e-02 8.000000e-04 1.000000e-02 3.154222e+01 6.016047e+06 2.729705e+00 5.599233e-02 4.022165e-02 1.170614e-08
5.144000e-02 4.642000e-02 3.444762e-03 3.162293e-03 4.472136e-03 8.000000e-04 3.162278e-03 2.371011e+02 1.140952e+04 3.444796e+04 1.024079e-01 4.181040e-02 1.366829e-05
